# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
16.4           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16.4           	U              	(3.09182026e-01 1.37094251e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.09182026e-01 1.37094251e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
16.45          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16.45          	U              	(3.09433391e-01 1.36409237e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.09433391e-01 1.36409237e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
16.5           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16.5           	U              	(3.09683394e-01 1.35727574e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.09683394e-01 1.35727574e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
16.55          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16.55          	U              	(3.09932044e-01 1.35049247e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.09932044e-01 1.35049247e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
16.6           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16.6           	U              	(3.10179348e-01 1.34374241e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.10179348e-01 1.34374241e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
16.65          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16.65          	U              	(3.10425314e-01 1.33702541e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.10425314e-01 1.33702541e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
16.7           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16.7           	U              	(3.10669951e-01 1.33034134e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.10669951e-01 1.33034134e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
16.75          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16.75          	U              	(3.10913265e-01 1.32369005e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.10913265e-01 1.32369005e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
16.8           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16.8           	U              	(3.11155264e-01 1.31707139e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.11155264e-01 1.31707139e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
16.85          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16.85          	U              	(3.11395957e-01 1.31048523e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.11395957e-01 1.31048523e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
16.9           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16.9           	U              	(3.11635350e-01 1.30393141e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.11635350e-01 1.30393141e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
16.95          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
16.95          	U              	(3.11873451e-01 1.29740980e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.11873451e-01 1.29740980e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17             	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17             	U              	(3.12110268e-01 1.29092026e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.12110268e-01 1.29092026e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17.05          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17.05          	U              	(3.12345808e-01 1.28446263e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.12345808e-01 1.28446263e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17.1           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17.1           	U              	(3.12580078e-01 1.27803679e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.12580078e-01 1.27803679e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17.15          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17.15          	U              	(3.12813086e-01 1.27164258e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.12813086e-01 1.27164258e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17.2           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17.2           	U              	(3.13044838e-01 1.26527986e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.13044838e-01 1.26527986e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17.25          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17.25          	U              	(3.13275343e-01 1.25894850e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.13275343e-01 1.25894850e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17.3           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17.3           	U              	(3.13504607e-01 1.25264835e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.13504607e-01 1.25264835e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17.35          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17.35          	U              	(3.13732638e-01 1.24637928e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.13732638e-01 1.24637928e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17.4           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17.4           	U              	(3.13959442e-01 1.24014113e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.13959442e-01 1.24014113e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17.45          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17.45          	U              	(3.14185027e-01 1.23393378e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.14185027e-01 1.23393378e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17.5           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17.5           	U              	(3.14409399e-01 1.22775709e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.14409399e-01 1.22775709e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17.55          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17.55          	U              	(3.14632566e-01 1.22161091e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.14632566e-01 1.22161091e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17.6           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17.6           	U              	(3.14854535e-01 1.21549510e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.14854535e-01 1.21549510e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17.65          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17.65          	U              	(3.15075312e-01 1.20940953e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.15075312e-01 1.20940953e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17.7           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17.7           	U              	(3.15294904e-01 1.20335406e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.15294904e-01 1.20335406e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17.75          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17.75          	U              	(3.15513318e-01 1.19732855e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.15513318e-01 1.19732855e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17.8           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17.8           	U              	(3.15730561e-01 1.19133286e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.15730561e-01 1.19133286e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17.85          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17.85          	U              	(3.15946639e-01 1.18536686e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.15946639e-01 1.18536686e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17.9           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17.9           	U              	(3.16161559e-01 1.17943041e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.16161559e-01 1.17943041e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
17.95          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
17.95          	U              	(3.16375328e-01 1.17352338e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.16375328e-01 1.17352338e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18             	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18             	U              	(3.16587952e-01 1.16764562e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.16587952e-01 1.16764562e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18.05          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18.05          	U              	(3.16799438e-01 1.16179701e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.16799438e-01 1.16179701e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18.1           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18.1           	U              	(3.17009792e-01 1.15597740e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.17009792e-01 1.15597740e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18.15          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18.15          	U              	(3.17219021e-01 1.15018667e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.17219021e-01 1.15018667e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18.2           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18.2           	U              	(3.17427131e-01 1.14442468e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.17427131e-01 1.14442468e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18.25          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18.25          	U              	(3.17634129e-01 1.13869130e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.17634129e-01 1.13869130e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18.3           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18.3           	U              	(3.17840020e-01 1.13298638e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.17840020e-01 1.13298638e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18.35          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18.35          	U              	(3.18044811e-01 1.12730981e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.18044811e-01 1.12730981e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18.4           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18.4           	U              	(3.18248509e-01 1.12166145e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.18248509e-01 1.12166145e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18.45          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18.45          	U              	(3.18451120e-01 1.11604116e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.18451120e-01 1.11604116e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18.5           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18.5           	U              	(3.18652649e-01 1.11044881e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.18652649e-01 1.11044881e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18.55          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18.55          	U              	(3.18853103e-01 1.10488428e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.18853103e-01 1.10488428e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18.6           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18.6           	U              	(3.19052488e-01 1.09934743e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.19052488e-01 1.09934743e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18.65          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18.65          	U              	(3.19250810e-01 1.09383813e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.19250810e-01 1.09383813e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18.7           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18.7           	U              	(3.19448075e-01 1.08835625e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.19448075e-01 1.08835625e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18.75          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18.75          	U              	(3.19644289e-01 1.08290167e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.19644289e-01 1.08290167e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18.8           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18.8           	U              	(3.19839458e-01 1.07747425e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.19839458e-01 1.07747425e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18.85          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18.85          	U              	(3.20033588e-01 1.07207386e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.20033588e-01 1.07207386e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18.9           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18.9           	U              	(3.20226684e-01 1.06670039e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.20226684e-01 1.06670039e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
18.95          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
18.95          	U              	(3.20418754e-01 1.06135369e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.20418754e-01 1.06135369e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19             	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
19             	U              	(3.20609801e-01 1.05603364e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.20609801e-01 1.05603364e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19.05          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
19.05          	U              	(3.20799833e-01 1.05074012e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.20799833e-01 1.05074012e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19.1           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
19.1           	U              	(3.20988854e-01 1.04547300e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.20988854e-01 1.04547300e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19.15          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
19.15          	U              	(3.21176872e-01 1.04023216e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.21176872e-01 1.04023216e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19.2           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
19.2           	U              	(3.21363890e-01 1.03501746e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.21363890e-01 1.03501746e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19.25          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
19.25          	U              	(3.21549915e-01 1.02982878e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.21549915e-01 1.02982878e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19.3           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
19.3           	U              	(3.21734953e-01 1.02466601e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.21734953e-01 1.02466601e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19.35          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
19.35          	U              	(3.21919008e-01 1.01952901e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.21919008e-01 1.01952901e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19.4           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
19.4           	U              	(3.22102087e-01 1.01441766e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.22102087e-01 1.01441766e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19.45          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
19.45          	U              	(3.22284195e-01 1.00933184e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.22284195e-01 1.00933184e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19.5           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
19.5           	U              	(3.22465338e-01 1.00427143e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.22465338e-01 1.00427143e-04 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19.55          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
19.55          	U              	(3.22645520e-01 9.99236302e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.22645520e-01 9.99236302e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19.6           	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
19.6           	U              	(3.22824747e-01 9.94226337e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)	(3.22824747e-01 9.94226337e-05 0.00000000e+00)	(4.99206414e-02 -4.34587305e-01 5.00000000e-02)
19.65          	p              	0.00000000e+00	(9.98412828e+00 -4.34587305e-01 5.00000000e-02)	1.53103000e+00	(0.00000000e+00 -4.34587305e-01 5.00000000e-02)
